id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories
125765,Rock Paper Scissors Lizard Spock Dice,2012,4.67292,48,1.2,2,4,1,1,
24254,Battleship (second edition),2005,5.16907,97,1.5,2,2,0,0,Wargames
33967,Take the Train,2007,5.1424,125,1.2143,2,6,30,30,
1731,Tintin,1987,4.92857,70,1.25,2,4,45,45,
30379,Change Horses,2008,5.34358,391,1.641,2,5,30,30,Family
7563,Jaws,1975,5.10106,94,1.2,2,4,45,45,
6052,York Town,1981,4.74902,51,3.2,2,4,240,240,Wargames
76319,Unusual Suspects,2009,4.59302,43,1,2,4,10,10,
15845,Fantomen,1984,4.75962,52,2,2,4,60,60,
4037,Raid!,1977,5.27976,126,2.6364,2,2,30,240,Wargames
47082,"Win, Lose, or Banana",2009,5.42902,578,1.0189,3,3,1,1,Party
3021,Origins,1995,-1,-1,-1,-1,-1,-1,-1,-1
13944,Escape The Mad Mummy,2004,4.45476,42,1,2,4,0,0,
1723,Alpha Omega,1977,5.22664,152,3,2,3,120,120,Wargames
11954,Paladin,2004,4.744,50,1.2857,3,5,20,20,
15863,Impact,2003,4.36471,34,2,2,2,30,30,
5051,La Grande Armee,1987,5.06269,67,3.625,2,4,240,240,Wargames
8915,Jenga Xtreme,2003,5.22635,148,1.1111,2,8,20,20,
3758,Triopoly,1997,5.36429,182,1.95,2,8,240,240,
47170,The Tower of Mystery,2009,4.84872,39,2,2,8,30,30,
18657,Test Match,1955,4.32353,34,1,1,2,30,30,
36895,The Office Trivia Game,2008,5.03571,70,1,2,6,0,0,
7821,Creepy Freaks,2003,5.10345,116,1.7143,2,4,20,20,Abstract
14736,Let's Kill,1997,5.40801,356,1.3333,2,6,20,20,
1308,Confusion,2000,5.37271,347,1.35,2,5,20,20,
22889,Pictureka!,2006,5.42957,667,1.1404,2,7,30,30,Family Party
1126,Car Wars: The Card Game,1991,5.40483,600,1.4058,2,6,60,60,Thematic
37849,Star Wars Galactic Heroes Game,2008,4.32949,39,1,2,2,15,15,Children's
4770,Star Trek: The Next Generation Collectible Dice Game,1996,5.17928,110,2.1429,2,2,45,45,
849,Golf Masters,2000,4.79667,60,0,2,2,90,90,
4373,Operation Felix,1992,4.75965,57,2.4286,1,0,90,90,Wargames
610,Knights of the Rainbow,1999,4.79839,62,1.25,2,6,45,45,
1290,Shifti,1977,4.47354,41,1,2,4,30,30,Abstract
3610,Word Power,1963,4.52907,43,1.25,2,8,60,60,
1855,Hedbanz: Identity Crisis Game,1991,5.42041,517,1.1143,3,10,60,60,Party
2811,Blind Justice,1989,4.79048,63,1.6429,3,6,90,90,
10506,Blue Marble,1982,4.81695,59,1.4286,2,4,90,90,
6868,Hear Me Out,2002,5.03214,84,1.4167,3,6,60,60,
1488,Trailer Park Gods,1998,4.62885,52,1.5714,3,6,30,30,
11683,Chicken of the Sea,1994,4.41667,36,2.5,2,2,60,60,Wargames
7250,Q*bert,1983,4.19697,33,1.5,2,2,30,30,
33112,War,1972,5.27209,136,2.7143,3,6,120,120,Wargames
5423,Bible Trivia,1985,5.02527,91,1.7,2,12,60,60,
99992,Kill Shot,2011,4.20312,32,1.1667,2,5,20,20,
12763,Block It!,2004,4.79298,57,1.4,1,4,15,15,Abstract
12601,NFL Showdown,2002,4.88194,72,1.8571,2,2,0,0,
3889,Ali Baba,2002,5.08807,109,1,2,4,30,30,Children's
34395,Planet Earth DVD Game,2008,3.96774,31,2,2,6,30,30,
12996,Quips,1972,4.77049,61,1,2,4,20,20,Children's
1437,Trust Me,1981,5.01786,98,1.4167,2,4,45,45,
25623,Mmm ... Brains!,2006,5.33519,368,1.0652,3,5,15,15,Family
5428,Mad Gab Card Game,2000,4.74429,70,1,2,10,20,20,
14379,Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game,2000,5.4208,262,1.5769,2,6,30,30,Family Thematic
12237,Oil: The Great Adventure,1960,5.20545,165,2.0357,2,7,0,0,
127798,Express 01,2012,5.22786,140,2.8421,2,4,60,60,
5181,Operation Cannibal,1996,4.86475,61,2.3333,2,2,180,180,Wargames
8104,Monopoly: European Edition,1991,5.16178,118,1.4,2,12,120,120,
20028,"The Chronicles of Narnia The Lion, The Witch and The Wardrobe Game",2005,4.34324,37,1.2,0,4,0,0,Children's
149051,Surprise Slides Game,2013,4.14355,31,1,2,4,30,30,
46743,Pirate Code,2009,5.07865,96,1.4,2,4,15,15,Children's
6659,Harry Potter Casting Stone Game,2001,4.04088,33,1.25,2,2,20,20,
145106,Raverun,2013,4.48488,43,1,2,3,15,15,
20624,Captain Bones Gold,2005,4.75577,52,1.2,2,4,30,30,
2799,Arabian Nightmare: The Kuwait War,1990,5.01772,79,3.7059,2,3,360,360,Wargames
35524,The Princess Bride: Storming the Castle,2008,5.25711,211,1.3704,2,4,30,30,
205322,The Oregon Trail Card Game,2016,5.31571,175,1,2,6,0,0,
6971,Jeopardy! Simpsons Edition,2003,-1,-1,-1,-1,-1,-1,-1,-1
13792,Tyrannosaurus Rex,1988,4.38718,39,1,2,4,20,20,
6122,Star Wars: Escape the Death Star Action Figure Game,1998,4.61111,54,1.2,2,4,20,20,
95695,Wiochmen Wesele,2011,4.17027,37,2,2,5,45,45,
162093,I Hate Zombies,2015,5.33674,377,1,2,12,15,15,Party
10293,En Busca Del Imperio Cobra,1981,5.33018,222,1.28,2,4,30,30,
6210,On Assignment with National Geographic,1990,4.96467,75,1.3333,2,4,60,60,
2258,The Stock Market Game,1970,5.29489,176,2.04,1,6,60,60,
8530,Stampede!,2003,4.43721,43,1,2,4,10,10,
128672,Ricochet Rock Jockeys,2012,4.47368,38,1.75,2,6,30,30,
927,Lift Off,2000,5.17171,152,1.4167,2,4,30,30,
4162,Horse Show,1997,5.18116,137,1,2,4,30,30,
11863,Rock Paper Scissors,1968,4.31429,35,1,2,2,0,0,
69205,High Five!,2010,4.62745,51,0,2,4,30,30,Abstract
2764,Ein Arsch kommt selten allein,2001,4.77131,61,1,2,4,30,30,
3393,Public Assistance,1980,4.47917,48,1.6667,2,4,90,90,
1853,Hagbards plundringsresa,1990,4.58333,48,1.2,2,6,60,60,
40851,Battleship: The Tactical Combat Game,2008,5.04,100,1.4615,2,2,15,15,Wargames
145259,Jenga: Tetris,2013,4.90529,104,1.5,1,99,20,20,
14131,Casanova,2004,4.7,65,1,2,4,20,20,
8308,3D Labyrinth,2002,5.12982,114,1.0625,2,4,30,30,Children's
20589,Trivial Pursuit: DVD Pop Culture 2,2005,5.16277,141,1.5455,2,4,30,30,
11147,Ea$y Money,1988,5.12008,122,1.3,2,4,0,0,
3476,Shadowrun: DMZ Downtown Militarized Zone,1990,5.0404,99,2.5,2,2,30,30,Wargames
9824,Employee of the Month,2004,5.22486,181,1.3333,2,6,20,20,
2458,Battle Cattle: The Card Game,2001,5.29053,263,1.2759,2,6,30,30,Party Thematic
7519,The Lord of the Rings: The Fellowship of the Ring Board Game,2002,4.20811,37,1.3333,3,6,90,90,
25412,Vampire: Dark Influences,2006,5.34561,264,1.8421,2,5,60,60,
128185,Don't Rock the Boat,2012,5.04914,116,1.1667,2,4,0,0,
4834,Judge for Yourself,1998,4.3125,40,1.5,2,6,90,90,
9514,Happy Days,1976,4.55,45,1.2,2,4,30,30,Children's
43890,Jenga Max,2009,-1,-1,-1,-1,-1,-1,-1,-1
333,Waterworks,1972,5.4479,1511,1.2157,2,5,30,30,Family
2280,Marco Polo,1983,5.06404,104,1.7692,2,4,60,60,
6010,Phantom Rallye,2003,4.84429,70,1.375,2,4,30,30,Children's
14130,Sharur: Evolutions,2004,4.6875,56,2,3,6,90,90,
31794,Robin Hood,1994,4.65741,54,1.6,2,2,60,60,
367,Overthrone,1999,-1,-1,-1,-1,-1,-1,-1,-1
2367,Haunted Wood,1974,4.67321,53,1.2222,2,4,20,20,Children's
409,Dschungel,1999,4.7069,58,1.75,2,4,30,30,
2144,Ebola Monkey Hunt,1998,5.11033,121,1.4444,3,6,60,60,
43171,White Stories,2009,4.99403,67,1,2,15,45,45,
2426,Hit the Beach,1965,5.14286,133,1.0833,2,4,60,60,Wargames
137969,Geek Dice,2013,4.56633,49,1,2,5,0,0,
3018,The A-Team,1984,4.05946,37,1,2,4,30,30,
54239,Mindflex,2009,4.93448,87,1.4286,1,4,0,0,
5468,Snap: The Interlocking Dragon-Making Game,2002,5.23534,191,1.2857,1,4,20,20,Abstract Children's
813,Goosebumps: Terror in the Graveyard Game,1995,5.244,100,1.2,2,4,45,45,Children's
10450,Clue Jr.: Case of The Missing Pet,1989,4.5825,40,1.25,1,6,20,20,Children's
4382,Go For It!,1986,5.11216,111,1.4,2,6,45,45,Children's
101988,Storm the Castle!,2013,5.04459,111,3.3,1,4,90,90,
12436,Ogre Bash,2004,4.11111,36,1,2,6,30,30,
3160,Holy War,1979,4.94831,89,2.0667,2,2,90,90,Wargames
15505,The Last Straw,1988,5.04813,107,1,2,4,15,15,Children's
1417,Alibi,1993,5.40744,593,1.8163,3,10,30,45,Family
15046,Monopoly: Star Wars Saga Edition,2005,5.34666,258,1.8,2,8,60,120,
28018,Trivial Pursuit: Disney Edition,2005,5.19839,155,1.5,2,6,60,60,
1503,Mid-East Peace,1990,5.04762,105,2.3846,2,6,120,120,Wargames
25968,Banzai,2006,4.70833,60,1.2,2,4,45,45,
12826,Tumblin' Monkeys,1999,5.38155,336,1,2,4,15,15,Children's
15020,Draw Out,2000,4.95882,85,1.1538,3,6,30,30,
18679,Morgan's Revenge,1996,4.33932,37,1,0,0,0,0,
93688,The Sneaky Snacky Squirrel Game,2011,5.11343,134,1.0667,2,4,15,15,
1435,4000 A.D.,1972,5.35134,337,2.1905,2,4,90,90,Strategy
246,Politika,1996,4.48936,47,1.6667,3,7,0,0,
103261,Awkward Family Photos,2011,4.9866,97,1.125,4,6,0,0,
3574,Tank! Armored Combat in the 20th Century,1974,4.93553,76,2.8182,2,2,90,90,Wargames
39789,Zombie Mosh!,2009,4.49696,46,1.2,2,6,15,15,
1225,Quest,1984,-1,-1,-1,-1,-1,-1,-1,-1
9416,Westminster,1983,4.46702,47,2,2,6,120,120,
9852,Clue Jr.: The Case of the Missing Cake,2003,5.29473,256,1.2632,2,6,30,30,Children's
20419,Monopoly Junior: Disney Princess,2004,4.09394,33,1,2,4,45,45,Children's
17520,The Game of Crown and Anchor,1850,4.00645,31,1.25,2,12,10,10,
899,Movie Mania,1992,4.59035,54,2,2,4,60,60,
37349,Cthulhu Rising,2008,5.14645,169,1.2857,2,2,20,20,Abstract
4456,1862,1990,4.4375,40,2,1,2,180,180,Wargames
1216,Mystery Garden,1989,-1,-1,-1,-1,-1,-1,-1,-1
67628,U-Build Battleship,2010,4.31795,39,1.4286,2,2,0,0,Children's
17709,Last Word,2005,5.38741,544,1.2973,2,8,30,30,Party
3538,Gnome's War,2001,4.2061,41,1.5,2,4,120,120,Wargames
142303,Railways Express,2013,5.05686,102,1.6667,2,4,30,60,
7924,Harvest Time,1980,4.56735,49,1,2,4,30,30,Children's
19373,Monopoly: 65th Anniversary 1935-2000,2000,5.12598,102,1.7857,2,8,180,180,
3835,Turbo,1983,4.60939,49,1.125,2,4,30,30,Children's
20135,Spelunke,2005,4.02344,32,1,2,4,20,20,
39320,Potions,2008,4.38929,42,1.3,2,4,0,0,
2128,Warlords,1997,4.41489,47,2.3333,2,8,60,60,Customizable
1653,Coup,1991,4.91299,77,1.8571,2,2,60,60,Wargames
3883,4th Reich,1985,4.63462,52,1.6,1,2,120,120,Wargames
19915,Three Men's Morris,1400,-1,-1,-1,-1,-1,-1,-1,-1
10912,Jumpin' Java,2003,4.79859,71,1.0833,2,2,10,10,Abstract
1824,Trump: The Game,1989,5.31676,352,1.7297,3,4,90,90,Family
3306,Hack Attack,2000,4.14553,38,1.5,2,2,10,10,Abstract
31615,Fred,2007,4.1875,36,1,4,8,0,0,
55,Sophie's World,1998,4.75882,68,1.5714,2,6,0,0,
7556,Panzer Battles,1979,5.03642,95,2.8667,2,2,120,120,Wargames
10462,Battle of the Sexes,1986,3.825,30,1.25,4,16,60,60,
4696,Outwit,1975,4.98673,98,1.75,2,2,15,15,Abstract
129368,Amber,2012,5.25365,189,1.68,2,6,30,30,Family
2106,Imperium: 3rd Millennium,2001,5.22246,138,3.0476,2,2,120,120,Wargames
4627,Ultra-Warrior,1981,4.14062,32,1.6,2,4,30,30,Wargames
28472,Scooby-doo! Haunted House 3D Board Game,2007,4.84351,77,1,2,5,60,60,
17578,Leaping Lizards,2003,4.79931,72,1,2,4,15,15,
3430,The Three Stooges Card Game,1998,4.77937,63,1.3333,2,3,30,30,
3194,Dots,1998,4.97643,98,1,2,6,20,20,
75991,Sorry! Spin,2010,4.6629,62,1,2,4,30,30,
17245,Pepper,2005,4.90393,89,1.1538,3,6,10,10,
27668,Apache,2007,-1,-1,-1,-1,-1,-1,-1,-1
14539,Drakskatten,1983,4.20833,36,0,2,6,45,45,
12511,Artifact,2004,4.40185,54,1.75,2,6,0,0,
29408,Inwigilacja,2007,4.59091,55,1.4286,3,5,45,45,
5585,UNO: Harry Potter,2000,5.29611,180,1.1,2,10,30,30,
41334,Scary Tales: Snow White vs. The Giant,2009,5.13259,145,1.3571,2,2,20,20,
23243,LEGO Pirates Treasure Game,2005,3.96563,32,1,2,4,0,0,Children's
19378,Doctor Who: The Interactive Electronic Board Game,2005,4.43804,46,1.4286,2,6,0,0,
1603,Cortez,2001,4.44694,49,2,2,6,90,90,
3839,UNO Dominos,1986,-1,-1,-1,-1,-1,-1,-1,-1
20005,Sushi Express,2005,5.16319,163,1.4091,3,6,30,30,
2515,Pirate Island,1984,4.37326,43,2,2,4,60,60,
2156,Arch Rival,1992,5.22547,210,1.0625,2,5,20,20,Party
22042,DaVinci's Challenge Card Game,2005,4.25581,43,1.1667,3,4,0,0,Abstract
16112,Bamses honungs-jakt,1984,4.25,36,1,2,4,30,30,
42259,"Admiral Ackbar ""It's a TRAP!"" GAME",2009,4.01258,33,2,2,5,30,30,
54559,Bacchus,2009,4.8375,68,1.3333,3,5,20,30,
1964,Campaign,1971,5.40909,341,2.3276,2,4,120,120,Strategy
23346,10,2006,4.26923,39,1.8333,2,7,0,0,
8127,Lucky Loop,2003,5.3721,519,1.4151,2,6,45,45,
2821,UNO Stacko,1994,5.35966,412,1.1282,2,10,20,20,
2693,Bottle Topps,1993,5.15856,181,1,1,6,30,30,
155208,Raiders of the Lost Tomb,2014,5.13175,63,1,1,2,10,10,
32361,Lis Pustyni,2007,4.21176,34,3.3333,2,2,60,60,Wargames
3266,Alien Autopsy,1997,4.25789,38,1.25,2,4,30,30,Children's
7612,The Simpsons Board Game,2000,4.40625,48,1.2,2,6,45,45,
113200,Angry Birds: On Thin Ice,2011,4.77794,68,1.2857,2,4,25,25,
20140,Sybarit,2003,4.40714,49,1.3333,2,8,60,60,
795,Dragonlance,1988,5.33936,342,1.9459,2,6,60,60,Family
28010,Camp,2007,4.77286,70,1.375,2,8,20,40,
6436,Echelons of Fury,1995,4.454,50,2.2,2,2,60,60,Customizable
8860,Cranium Conga,2003,5.18545,189,1.2727,3,6,30,30,
27837,Nichtlustig,2007,5.25,204,1.3158,2,4,30,30,
5856,The Wonderful World of Disney Trivia Game,1997,5.12348,132,1.5333,2,6,45,45,
19272,Go Fish!,1997,4.32738,42,1,2,4,0,0,Children's
5040,Operation Crusader,1991,4.17273,33,3.5556,2,4,240,240,Wargames
143508,World War Z: The Game,2013,4.69571,70,1.6,2,4,50,50,
131956,PURGE: Sins of Science,2012,4.51064,47,2.4,2,6,30,30,
7803,O'NO 99,1980,5.18006,171,1.1739,2,8,30,30,
11248,The Vampire Game,1986,4.36531,49,1.3333,2,4,0,0,
10325,"Marry, Date or Dump?",2003,4.364,50,1.25,2,2,30,30,
4117,Ruffhouse,1980,4.37986,44,1.1667,2,4,60,60,
2435,Reminiscing: The Game For People Over Thirty,1989,4.41667,48,1,2,12,60,60,
21835,Mont Saint Michel,2006,4.75507,69,1.5714,2,4,0,0,
19571,The Sudoku Game,2005,-1,-1,-1,-1,-1,-1,-1,-1
866,"Lie, Cheat & Steal",1971,5.28226,155,1.375,2,6,90,90,
9545,The Batman Game,1989,4.68,50,1.5,2,6,30,30,
10355,Fore: The Golf Game,1987,4.38302,53,2,2,4,90,90,
22019,ZombieTown,2007,5.42802,393,2.1724,3,6,60,60,Thematic
1707,Spices of the World,1988,4.69851,67,1.4,2,6,60,60,
3004,UNO Dice,1987,4.9749,98,1.1333,2,6,20,20,Abstract
21941,Marvel Heroes Battle Dice,2006,4.71695,59,1.4545,2,8,30,30,
167715,Moral Dilemma,2015,4.64561,57,1,5,20,0,0,
18574,Dark Force,1994,4.08462,39,2.6,2,2,0,0,Customizable
7958,The 80's Game,2001,4.88941,85,1.875,2,6,90,90,
1938,XXL,1996,4.53836,55,1.2,1,6,30,30,
2598,Tank Battle,1975,5.31697,335,1.7105,2,2,30,30,Family
28100,Deluxe Dirty Minds,2005,-1,-1,-1,-1,-1,-1,-1,-1
42132,Scary Tales: Little Red vs. Pinocchio,2009,5.14521,167,1.3333,2,2,20,20,
76444,Sturgeon,2010,4.48936,47,1,2,5,20,20,
21859,Figaro,2006,5.30288,320,1.1053,3,6,30,30,
19811,Mix-max,1972,4.75547,74,1,2,6,20,20,
4641,Life on the Farm Board Game,1996,4.21429,42,1.375,2,6,120,120,Children's
36231,Rorschach,2008,5.14687,148,1.0588,3,8,20,20,
12634,Hispaniola,2004,5.15111,180,1.6071,3,5,30,30,
8337,Wapi,2003,4.88125,80,1,2,5,20,20,
12309,Austin Powers CCG,1999,4.56818,55,1.4667,2,6,20,20,Customizable
80836,The Target,2010,5.05602,83,1.7143,4,12,60,60,
10514,Dragster,1976,4.63226,62,1,2,2,10,10,Children's
127748,Alliances,2013,4.73472,53,2.2,2,4,45,45,
103327,íÅgua: The Water Cycle,2011,4.42447,47,1.5,3,6,20,40,
9878,Cheers,1992,4.48276,58,1.25,2,8,60,60,
2099,Online: Internet Card Game,2000,4.86867,83,1.3333,2,6,60,60,
34583,Set Cubed,2008,5.24624,306,1.963,2,4,30,30,
2197,Kensington,1979,5.32102,373,2.2273,2,6,20,20,Abstract
8542,Turbo,2003,-1,-1,-1,-1,-1,-1,-1,-1
2766,Jeopardy!,1964,5.23056,180,1.3333,3,5,45,45,
35585,Koe zoekt Boer,2008,4.9164,89,1.2308,2,5,15,15,
8009,Where in the World is Carmen Sandiego?,1992,4.825,88,1.5,2,6,60,60,
6798,Concentration,1958,5.14341,167,1.5882,2,5,30,30,Family
13356,Yes! No! Game,2004,4.10526,38,1,2,6,30,30,
8063,Ghettopoly,2003,4.74805,77,1.4,2,7,60,60,
16232,Flying Hats,1890,4.65574,61,1,2,10,10,10,Children's
13121,Kablamo,2004,5.26439,271,1.8649,2,5,15,15,Thematic
7927,Trivial Pursuit: Junior,1992,4.91471,102,1.2,2,4,60,60,Children's
136609,Jenga BOOM,2012,4.73919,74,1,1,4,10,10,
3736,Gooey Louie,1995,4.25909,45,1,2,8,10,10,
28857,Rail/Road,2007,4.85115,87,1.2308,2,2,20,20,Abstract
7462,Jumpin' Monkeys,1991,5.22919,162,1.0833,2,4,20,20,Children's
101335,Scrabble DASH,2009,-1,-1,-1,-1,-1,-1,-1,-1
88691,The Game of Life: Adventures Card Game,2010,5.06455,134,1.125,2,4,15,15,
20040,Badaboom,2005,5.19845,194,1.72,3,5,30,30,Thematic
29582,Stoplights,2007,5.14773,172,1.3939,1,3,5,5,Abstract
27471,Cíçlico Electrí_nico: El juego de cartas,2006,4.27273,44,2,2,4,0,0,
158917,TKO,2015,4.88068,88,1,2,2,5,5,
28047,Covert Action,2007,5.24658,243,1.3571,4,14,20,20,Party
15111,Yahtzee: Texas Hold'em,2004,-1,-1,-1,-1,-1,-1,-1,-1
23631,Conquest of Pangea,2006,5.32404,277,2.475,2,4,90,90,Strategy
5203,Annihilator & One World,1980,4.67143,70,1.6,2,2,60,60,Wargames
25475,Whoopies,2005,4.28444,45,1.125,2,8,20,20,
9082,Go Tell the Spartans,2003,-1,-1,-1,-1,-1,-1,-1,-1
120906,Velociraptor! Cannibalism!,2013,5.16197,142,1.8571,3,6,60,60,
77596,The Enigma of Leonardo,2007,4.86883,77,1.375,2,4,40,40,
6800,"Win, Lose or Draw",1988,5.22613,199,1,3,8,45,45,
40421,Malta!,2010,5.00871,132,1.3077,2,6,30,30,Family Party
5387,Shakin' Sorry,1992,4.10256,39,1.75,2,4,20,20,
1482,Ubi,1986,5.28953,277,2.2069,2,4,60,60,
150811,Mega Man: The Board Game,2016,5.67153,137,1.6667,2,6,60,180,Strategy Thematic
35294,Indiana Jones DVD Adventure Game,2008,4.87663,86,1.3,2,4,30,30,
1090,YoYo,1998,4.1881,42,1,2,6,15,15,
27443,Baccarat,1490,3.83333,33,1.5,2,12,0,0,
4578,UNO Wild Tiles,1982,4.76757,74,1.1111,2,4,10,10,Abstract
14133,Druids,2004,4.74225,71,1.8182,2,4,30,30,
150690,Templar Intrigue,2014,5.09353,170,1.375,7,10,15,30,
3840,RIFTS Collectible Card Game,2001,4.46538,52,2.6,2,6,60,60,Customizable
4781,Electronic Talking Battleship,1989,-1,-1,-1,-1,-1,-1,-1,-1
8081,The Cat in the Hat Game,1996,4.01081,37,1,2,4,10,10,Children's
2392,Mastermind,1971,5.45532,4231,1.8079,2,2,20,20,Abstract
25429,Der Dativ ist dem Genitiv sein Tod,2006,4.37358,53,1.3333,2,5,25,25,
4242,Foxbat & Phantom,1973,4.93592,103,2.9286,2,2,120,120,Wargames
4068,Rats!,2000,4.27174,46,1,2,4,10,10,Children's
34902,Rock!,2008,4.64179,67,1,2,2,2,2,
116593,UNO Dice Game,2011,5.00551,98,1,2,2,15,15,
33198,Osada,2007,3.53529,34,1.5,2,4,45,45,
21528,SuDoku: The Board Game,2005,3.84286,35,1.8333,1,4,30,30,
21123,Monopoly: Disney/Pixar,2005,-1,-1,-1,-1,-1,-1,-1,-1
11737,Curious George Match-a-Balloon Game,1957,3.8,30,1,1,4,10,10,Children's
4345,Beer: The  Card Game,1999,4.17073,41,1,2,4,30,30,
30947,Splice  Pirateology Card Game,2007,-1,-1,-1,-1,-1,-1,-1,-1
24258,Pounce!,2005,4.86685,92,1,2,5,10,10,
6231,Pimps and Hos,2002,3.5625,32,1,3,6,30,30,
1865,Astrotime,1990,4.455,60,1.375,3,6,60,60,
8173,Battleship (first edition),1986,5.00439,114,2,2,2,90,90,Wargames
3352,Gouda! Gouda!,2002,5.1976,208,1.1667,2,6,45,45,Children's
646,Pirate's Plunder,2000,4.58859,64,1.5556,2,6,30,30,
8499,Bowl and Score,1962,4.308,50,1,1,8,15,15,
155693,Game of Thrones: Westeros Intrigue,2014,5.35433,638,1.0816,2,6,20,20,
9540,Advanced Dungeons & Dragons Trivia Game,1991,4.44701,67,2.1667,3,10,60,60,
53804,Cir*Kis,2009,5.33407,273,1.6316,2,4,15,30,Abstract
28224,Kill the Hippies,2007,5.00149,116,1.2308,2,6,20,20,
5420,Assassin: The Final Game,1980,4.73699,73,1.5714,2,4,90,90,
80503,Dexter: The Board Game,2010,4.705,60,1.2857,2,4,30,30,
26106,Gezanke auf der Planke!,2006,4.57955,66,1.1,2,4,20,20,
4282,Greed,1987,5.26181,288,1.0303,2,6,30,30,
2036,Time: The Game,1979,-1,-1,-1,-1,-1,-1,-1,-1
7710,Tip-It,1965,4.88804,92,1.0714,2,4,20,20,Abstract
53376,7,2009,5.17356,132,3.1053,2,7,120,120,Thematic
20281,Inkan Aarre,2005,4.283,50,1.0909,2,6,45,45,
17597,Suomi Tietopeli,2003,3.84324,37,1,2,6,30,30,
5259,Booby-Trap,1965,5.29726,433,1.0222,1,6,20,20,Children's Family
40347,Monopoly: Here and Now äóñ The World Edition,2008,5.21424,191,1.6,2,6,60,60,
3606,The Game of Shakespeare,1966,4.77812,80,1.8333,1,4,60,60,
25789,Eragon,2006,3.76429,35,1.4,2,4,30,30,
23249,Game of Games,1986,4.695,80,1.1333,2,4,0,0,
30485,Big Brain Academy Boardgame,2007,4.8,79,1.75,2,6,0,0,
20580,Name That Tune 80's Edition DVD Game,2005,4.525,64,1.1111,2,4,0,0,
6368,King Arthur,2003,5.17738,221,1.5,2,4,90,90,
1673,Ultimate Golf,1985,4.6338,71,1.3333,1,4,90,90,
2496,Saloon,2001,4.86917,96,1.0714,3,6,30,30,
3028,By Jove,1983,4.74,85,1.25,2,6,90,90,
3048,Trivial Pursuit: Millennium Edition,1999,5.36793,430,1.5526,2,6,60,60,Family Party
46745,Lava Dragon,2009,5.15,190,1.1852,2,4,15,25,Children's
1660,The Cattlemen,1977,3.87,40,2,2,4,60,60,
2868,Eye,1987,4.15294,51,2.6,1,4,30,30,Abstract
1415,Rat Splatter,2001,3.835,36,1,2,7,10,10,
5903,Cats' Mansion,1984,4.67222,72,1.3636,2,4,20,20,
88556,Duel: Once Upon a Game in the West,2010,4.37816,49,1,2,5,15,15,
10925,Tumbling Tower,1999,-1,-1,-1,-1,-1,-1,-1,-1
27389,Smart Ass,2006,5.38878,670,1.383,2,8,30,30,Party
4812,Rules of the Game,1995,3.98684,38,1.4286,2,6,45,45,
2297,U.S. Patent No. 1,2001,5.26097,278,1.5758,3,6,60,60,
2841,Tennis,1975,4.79737,95,1.0833,2,4,45,45,
22980,Jeff Foxworthy's You Might Be a Redneck if... Game,2006,3.481,30,1,2,4,30,30,
6686,Stun,1986,4.42667,60,1,2,6,10,10,
10043,LEGO Racers Super Speedway Game,2001,4.77841,88,1.2143,2,4,30,30,Children's
8133,30 Second Mysteries,1995,3.88421,38,1,2,2,10,10,
6532,Monopoly: Australian Edition,1996,4.48333,60,1.6,2,8,180,180,
107829,Building An Elder God,2011,4.82456,90,1,2,5,15,15,
156350,Hipster Dice,2014,4.31491,55,1.2,3,99,30,60,
2816,Crossfire,1971,5.31668,296,1.1667,2,2,10,10,Children's
2446,Chopper Strike,1976,5.1262,175,1.5,2,2,45,45,Wargames
26137,Deal or No Deal: Electronic Game,2006,4.44727,55,1.2857,1,4,20,20,
2707,Alibi,2001,4.88673,98,1,2,5,45,45,
1190,Continuo,1982,5.27893,337,1.3889,1,5,20,20,Abstract
2717,Der Herr der Ringe: Die Gefí_hrten,2001,4.76333,105,1.5,3,4,60,60,
3188,Bionicle: Quest For The Masks CCG,2001,3.34131,32,1.5,2,4,60,60,Abstract Customizable
2957,Trivial Pursuit: The 1980's,1989,5.22855,204,1.8667,2,6,90,90,
13672,Chutes and Ladders VCR,1986,3.6095,34,1,1,4,15,15,Children's
2303,Blast-Off!,1969,4.69756,82,1.3846,1,4,240,240,
19001,Tech Support,2005,3.51613,31,1,2,6,10,10,
9938,Smath,1978,-1,-1,-1,-1,-1,-1,-1,-1
3578,BattleBots: Kickbot Arena,2001,4.16038,53,1.2,2,2,10,10,
20801,Sudoku,2005,4.9113,93,1.6667,1,10,20,20,
9173,Spite,1995,4.25482,55,1,2,6,30,30,
19578,Scene It? Harry Potter,2005,5.21836,195,1.6,2,4,60,60,
1467,Abduction,1998,5.25285,249,1.4643,2,4,20,20,Thematic
4476,Hot Potato,1988,4,44,1,2,6,10,10,Children's
7693,Fuíôball-Bundesliga: Das groíôe Geschí_ft,1987,3.71429,35,1.2857,2,4,45,45,
8658,Monopoly: French,1982,4.57867,75,2,2,8,90,90,Children's
30393,Quao,2007,5.10301,183,1.1071,3,6,60,60,Party
1333,Boom-O,2000,5.28451,490,1.186,2,6,20,20,Family
62,Curse of the Mummy's Tomb,1988,-1,-1,-1,-1,-1,-1,-1,-1
17965,The Game of Life: Spongebob Squarepants Edition,2004,4.48919,74,1.4,2,4,40,40,
27190,Battleships,1931,4.6358,81,1,2,2,60,60,Family
