id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image

You begin the game with only your quick wit and gift of the gab. Everybody in turn controls the actions of Lech WaÅ‚Ä™sa, gaining support for the strike in the shipyard. You use walking and running cards to move WaÅ‚Ä™sa around the board. You use speech cards to win over the workers and residents of GdaÅ„sk. With them on his side, WaÅ‚Ä™sa draws the attention of foreign correspondents. Press interviews inform the entire country of the shipbuilders struggle, which causes other groups to join the strike, and the shipyard is visited by delegates of MKS (MiÄ™dzyzakÅ‚adowy Komitet Strajkowy: the Inter-Enterprise Strike Committee) and the MKS Committee of Experts under Tadeusz Mazowiecki. Being certain of support from the delegates and experts, you can attempt to negotiate the strike demands. The winner is the person who, as Lech WaÅ‚Ä™sa, is the first to gain 2 demand cards.

Will you be able to win over the crowd, gain favor in the eyes of the world, and lead the strike to victory?

",http://cf.geekdo-images.com/EzLcOHZCs3DX21bUnIBkvyPWsok=/fit-in/200x150/pic1777335.jpg

1054,Pacific Northwest Rails,1998,6.10526,38,3,2,6,180,180,,Economic Trains ,Pick-up and DeliverStock Holding,"This is a rail and stock market manipulation game.  You collect stock in various rail lines and run cards on an outside track then complete the runs using the inside tracks.  Be the first to get $1,500 in stocks and cash or have the most cash when 10 years have passed and you win.

",http://cf.geekdo-images.com/yFDKafHoawDV3kcBebOUY8CGDWo=/fit-in/200x150/pic111592.jpg

5862,Frigate,1974,5.8186,86,3.1333,2,2,120,120,Wargames,Napoleonic Nautical Wargame ,Hex-and-CounterModular BoardSimultaneous Action Selection,"Frigate simulates naval battles of the 18th and 19th centuries in 20 different scenarios.

Battles involving the American, British, French, Spanish, Italian, and Dutch are represented.  They range from single ship combats to full scale battles, like Trafalgar, which involved more than 70 ships.  Ranged combat, grappling, and boarding actions are all included.  Movement is both plotted and simultaneous. Wind effects and command control also play a big part of the game. 255 counters

Victory conditions are dependent on the scenario played.

",http://cf.geekdo-images.com/lvUkilHIadJgi4BnosOjj78yX1E=/fit-in/200x150/pic160043.jpg

231,Geronimo,1995,5.57315,207,3.1667,1,5,480,480,Wargames,American Indian Wars American West Wargame ,Area MovementVariable Player Powers,"The U.S. - Indian conflicts, a tragic period of history.

Each turn, players are randomly assigned a side to play -- either Indian tribes or the U.S. Only one player represents the U.S. each turn, while the other players each have a number of Indian tribes under their control. Indian players get to select one or two of their active tribes, but the rest are dealt to them randomly. There are usually more Indian tribes available than what are active each turn, but players don't really know which ones are inactive.  This can be unsettling to the U.S. player as he must decide where to deploy his limited troops and columns.

All players compete to earn victory points.  The U.S. player is faced with the task of building up sufficient resources (settlements, towns, railroads, mines, etc.) to maintain existing states and convert territories into states. The Indian players play the role of guerrillas to earn victory points, but also can deny resources to the U.S. player. However, he must be very careful not to suffer too many casualties, as this could cause his tribe to go on reservation or become extinct, which costs the player dearly in victory points.

",http://cf.geekdo-images.com/KVc8OcxBE_19SSkRaLtDDomxNRk=/fit-in/200x150/pic87910.jpg

20851,WrestAngel,2006,6.41383,47,1.4,2,10,30,30,,Card Game Fantasy Fighting Humor Sports ,Betting/WageringCo-operative PlayModular BoardPartnershipsPick-up and Deliver,"WRESTANGEL is a fast paced, interactive game, up to 5 players with two warriors each, up to 10 players with 1 warrior each. 
All cards have a double use: they can be used to Move, Fight, Avoid hits, Play Special Actions, Fly from the ropes OR to Pin an opponent down on the ground for the
three seconds count.
It's up to you to balance them well: it's not useful to throw down an opponent if you are not able to Pin him:
One... Two... THREE!

",http://cf.geekdo-images.com/13j8gvIE1ns9q84HhVMi1RaobJ0=/fit-in/200x150/pic134302.jpg

11873,AMC Reel Clues,2002,6.00298,43,1.9,4,30,0,0,,Movies / TV / Radio theme Trivia ,,"From the box:  If you like movies, you'll love AMC Reel Clues.  Teams race a timer to provide answers to clever clues about popular movies and our favorite stars.  The first team t collect the right combinations of stars, directors, screenplays and locations win the game!

Family and friends will have fun identifying mystery stars, drawing pictures and impersonating celebrities.  Five different types of clues keep things lively, so every player can laugh, learn and live the Hollywood business.

",http://cf.geekdo-images.com/6ys7yv9qpK0fYs66TK7sQ0y56Bo=/fit-in/200x150/pic49617.jpg

12964,Space Station Assault,2004,5.66986,141,1.5294,2,2,30,30,Wargames,Card Game Science Fiction Wargame ,Hand Management,"From the publisher, Your Move Games:

Both players have identical decks representing a fleet of ships and a space station with four stats: Speed, Firepower, Shields and Victory. The goal is simple  destroy sixty Victory points worth of the enemy fleet, which can mean either the enemy space station or a large number of ships. Its quick to learn and quick to play, but has a lot of strategic depth and replay value for a game in its price range.

",http://cf.geekdo-images.com/sXXaCAuPjk_V231TNnsPmHpAnzg=/fit-in/200x150/pic756480.jpg

88005,Aguila Roja,2010,6.16737,38,2.4,2,4,90,90,,Adventure Movies / TV / Radio theme ,Co-operative PlayPoint to Point Movement,"In the board game of Aguila Roja, players interpret the characters in the series, during the scenes that occur in the Village. One, two or three players (depending on total number of players) are trying to prevent the Commissioner continue with its plans to capture Aguila Roja and kill the King, while a player moves to the Commissioner and is carry out their own. During the game will be happening plot, represent adventure television series. To try resolve these plots, players use cards to move around the board representing the town and its surroundings.


En el juego de Tablero de guila Roja, los jugadores interpretan a los personajes de la serie, durante las Tramas que ocurren en la Villa. Uno, dos o tres jugadores (dependiendo del nmero total de jugadores) intentan impedir que el Comisario lleve adelante sus planes de capturar a guila Roja y matar al Rey, mientras que un jugador mueve al Comisario y trata de llevar a cabo los suyos. Durante la partida se irn sucedindo Tramas, que representarn aventuras de la serie de televisin. Para tratar de resolver estas tramas, los jugadores usan cartas para moverse por el tablero que representa la Villa y sus alrededores.

",http://cf.geekdo-images.com/b2mI9hHPm3_PxRZkGuQZVNyiPfk=/fit-in/200x150/pic876782.jpg

25001,Fleet 1715,2006,5.83726,51,2.2,1,5,45,45,,Card Game Deduction Nautical ,Memory,"Scheduled for Essen 2006 release, this is Stephan Riedel's card version of his deduction board game, Old Town, albeit with a different theme: the discovery of a lost Spanish fleet.

Home Page: http://www.clicker-spiele.de/fleet1715.htm

Expanded by:

    Fleet 1715 Expansion




",http://cf.geekdo-images.com/32hzImB7C0KrCTGPV17sk5hgPrE=/fit-in/200x150/pic1720156.png

42227,rioMino,1997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

15196,Flunkern,2005,5.77941,68,1.0833,3,6,40,40,,Bluffing Card Game Humor ,Card DraftingHand Management,"Here is a description of the game from Erwin Broens of Bordspel.com:

A card game for 3 6 players. The game contains 86 numbered vegetable cards (6 sorts) and 24 action cards. Each player starts with 8 random vegetable cards and a identical set of 4 different action cards. The first player announces the current vegetable (for example carrot) and plays one of his cards face down (which doesnt need to be a carrot!). The next player has two options. He can play a face down card and announce the current vegetable (he says carrot, but also doesnt need to play one). Or he can doubt the card of the previous player. In the latter case he looks at the previous card. If the previous player has lied (he did not play a carrot), that player has to draw a number of cards. If the previous player did not lie, the doubting player has to draw the cards. It is possible to play an action card in stead of a vegetable card. With an action card you can change the direction of the game, change the current vegetable or force a player to draw extra cards. The game ends when a player has emptied his hand or when the draw pile is exhausted for the second time. Remaining hand cards are penalty points. The player with the fewest points wins the game

",http://cf.geekdo-images.com/BBlauIWcZwv0vh4qnqeRzrjoeUY=/fit-in/200x150/pic207248.jpg

134279,Mafia Casino,2012,6.59861,72,1.5455,2,5,45,45,,Card Game Mafia ,,"In the card game Mafia Casino, you want to be the first player to raise $30 million, whether through legal means (such as building hotels or casino resorts to attract clients who deal in pearls and diamonds) or means that fall on the shady side of legal (such as extorting someone or planting bombs in the hotels owned by opponents). The game lasts a number of rounds, and in each round players have a choice between building, gambling, conducting business, or completing a mission.

Game description from the publisher:

Enter a world where money and the mafia go hand in hand. Build your Casino-Hotel and aim to become the richest. Attract prestigious guests, deal pearls and diamonds, and partake in  games of chance. Spying, bombings, robbing safes, and embezzlement will help you sabotage the plans of your opponents. Be cautious though, there are no such things as rules in the Mafia.

",http://cf.geekdo-images.com/d5x17bQk9H2l8CxCSGVVwKVbe4g=/fit-in/200x150/pic1487571.jpg

93044,Tohuwabohu,2011,5.85625,48,1.5,2,4,20,20,,Action / Dexterity ,,"Tohuwabohu consists of a board, bricks, tiles and pawns. Also, each player holds a number of task cards. A timer is started and makes sounds in 15-second intervals.

The active player now tries to fulfill the task on one of his cards within 15 seconds. Tasks can involve bricks, tiles or pawns. Existing structures can be expanded, modified or torn down. The first player to fulfill all of his task cards is the winner.

",http://cf.geekdo-images.com/DbFeA8DiYhb6vyMsFPh5TBzod1g=/fit-in/200x150/pic922523.jpg

6053,Little Big Horn,1981,5.93796,54,4,2,2,360,360,Wargames,American Indian Wars Wargame ,Hex-and-Counter,"Three games at different levels of difficulty reconstructing the most famous battle between the U.S. Army and the Indians. The three-dimensional board shows the Valley of Little Big Horn, from the high plains, just as Colonel Custer saw it before his last stand.

Degree of difficulty: 3/6

Contents:

    Pieces in matte finish cardboard, cut and printed on both sides.
    Large cardboard table to be used to establish the outcome of combat and rifle fire.
    Board in rigid, thick cardboard with a matte plastic finish, cut into 5 pieces.
    Relief sections in rigid, thick cardboard to be used to create the three-dimensionality of the terrain.
    Rule booklet in 4 languages with examples.
    Plastic storage tray and dice.




",http://cf.geekdo-images.com/vM1xXLMm6foxqd4NR2xL4Z6Mjl4=/fit-in/200x150/pic22602.jpg

1211,Up the River,1988,5.6474,173,1.0833,2,4,15,15,Children's,Children's Game Nautical Racing Space Exploration ,Dice RollingModular BoardRoll / Spin and MoveTile Placement,"A simple but enjoyable racing game with an ever-changing board (made of shifting tiles) and a few extra twists introduced by the special dice.
Ages 6+

Re-implemented by:

     Marrakesh




",http://cf.geekdo-images.com/qsGYTPLO6pMT25-O1WuOWApvCB0=/fit-in/200x150/pic766183.jpg

3293,KÃ¶nig Artus Tafelrunde,1993,5.87778,45,1.6667,2,6,45,45,,Card Game ,Trick-taking,"Trick taking card game. Knights progress around King Arthur's Round Table.

Re-implements Trumpet. This version adds another kind of super-trump, and there are no board spaces for moving opponents backward.

",http://cf.geekdo-images.com/f1lWQhNThKDwfB9YULZjQP2-knM=/fit-in/200x150/pic210368.jpg

4537,Baston,1985,6.21176,34,3,2,6,120,120,,Fighting Humor ,Action / Movement ProgrammingAction Point Allowance SystemModular BoardPoint to Point MovementSimultaneous Action Selection,"Baston is a French humorous fighting game which takes place in a suburban bar. Each player manages a gang of bad boys fighting with bottles of beer and moto chains. Illustrated by Franck Margerin (a well known French cartoonist), Baston is one of the earliest games of Bruno Faidutti.

",http://cf.geekdo-images.com/AkAV1_kMgFnDqJPEldBI4G2ct90=/fit-in/200x150/pic194383.jpg

11235,Golf the Perfect Game,1995,5.93205,39,1.1667,2,6,45,45,,Number Sports ,Hand ManagementSimulation,"A simulation of golf, this game uses cards for everything but putting.  Two different levels of play are available, one involving simply scoring (per hole or per course) and the other involving play money (included).

On your turn you play a card from your hand which shows you a number of yards and a direction (hook, slice, or straight).  You can take a chance and play a hook or slice for greater distance, but if you end up in a woods, water, or sand space must draw the respective card to get out of the hazard.  Some of the hazard cards are worse than others ...

There's a bit of math involved, as you look for cards that have totals that will put you right on the green - you don't want to overshoot it.  Once on the green, there are two methods provided to resolve putting: an actual indoor putting cup (!) or putting dice.  The dice show the ball in the cup or outside of it, requiring a re-roll.  The red die is for long putts, and the green for short putts.

An eighteen-hole course is provided, nine on each side of the colorful board.  The pieces are cute little golf balls mounted on tees.

",http://cf.geekdo-images.com/-EaINGRUJ-gOuWXJac75mSSHMgI=/fit-in/200x150/pic48958.jpg

22061,TEG: La Revancha,1990,5.9717,53,2.5,2,6,240,240,Wargames,Dice Wargame ,Area-ImpulseDice Rolling,"TEG - La Revancha (The Revenge) is a sequel and redevelopment of the original T.E.G. (Tctica y Estrategia de Guerra - Tactics and Strategy of War), the version of Risk that is the most popular game of Argentina. This version introduces new features on the original game like missiles and  treaties among players.

",http://cf.geekdo-images.com/vpy2BS6bLex9Y45YO7lfTGofq1Q=/fit-in/200x150/pic1431152.jpg

183881,Goblin Dice,2015,6.30972,36,0,2,6,15,30,,Action / Dexterity Dice Fantasy Party Game Racing ,Dice RollingModular Board,"Put yourself in the goblin runner's shoes and take part in a fun and exciting race. Only good reaction and agile mind will help you survive this dangerous race, because a huge Magic Stone is rushing at your heels and will flatten anyone who gets in its way! Roll the dice to earn bonus points and become the fastest on the race track!

Goblin Dice consists of a random number of rounds and continues until one of the players reaches the finish line  he is considered the winner  or the stone flattens everyone except one player, with this final survivor being the winner.

Every round each player rolls two dice and uses any two of them to move or to activate the tile's special feature. Once all of the players have used their dice, the stone behind them moves and tries to smash the last runners. Players do not only move their goblins forward, but they can also activate special features of the tiles, complicating the game for their opponents.

",http://cf.geekdo-images.com/duKyJGZGIdvZQhPcx6_mgIBl3u0=/fit-in/200x150/pic2694013.jpg

11394,Shopping List,1995,5.9902,51,1,2,4,15,15,Children's,Children's Game Memory ,MemorySet Collection,"Find the food on your shopping list and be the first to fill your trolley

Winner Best Toy Petit Filous and Right Start Award

Basically a form of shopping pelmanism, where you remember the tiles that other players rejected.

Each player takes a trolley and a shopping list and the cards are spread out face-down on the table.

Players turn over the cards in turn. If on their list the card goes into their trolley, otherwise it is replaced face-down on the table.

Play continues until one player has filled his trolley with all the items on his shopping list.

",http://cf.geekdo-images.com/YOeyF2CR7g442zLptCbDbzo3FQM=/fit-in/200x150/pic1090266.jpg

8741,Indo-Pakistani Wars,1995,5.95435,46,3.1818,2,2,120,120,Wargames,Modern Warfare Wargame ,Hex-and-CounterSimulation,"Covers the 1965, 1971 and a hypothetical 1990's conflict between India and Pakistan. Strategy  Tactics magazine #174.

",http://cf.geekdo-images.com/tzIJp8ko5TbD-Eft6WMFuAP8nLA=/fit-in/200x150/pic440024.jpg

40853,Trivial Pursuit: Genus VI,2006,5.68547,75,2.2,2,36,240,240,,Party Game Trivia ,Roll / Spin and Move,"This is the 6th edition of of Trivial Pursuit. Art and questions vary in different territories/languages.

From the back of the box:

You know you know the answer...

...but you have no idea why you know it or where you heard it!

The classic Trivial Pursuit questions are as tantalizing and surprising as ever, covering anything and everything under the sun.

Question topics include Geography, Entertainment, History, Art  Literature, Science  Nature and Sport  Leisure. Win a wedge from every category to win the game!

",http://cf.geekdo-images.com/TbuFPhy8TyA_eUv0L5fvXJyu4kI=/fit-in/200x150/pic444727.jpg

14474,The Final Frontier: Man's Expansion into the Solar System,2005,6.10588,34,2.3333,2,4,120,120,Wargames,Economic Industry / Manufacturing Political Science Fiction Space Exploration Wargame ,Hex-and-CounterSimulation,"An ambitious DTP microgame, The Final Frontier incorporates space exploration and combat, space-surface interaction, multiple types of movement (within and between systems), colonization and mining, economics, and the effect of national interest on Earth. Players represent global powers competing to expand into, colonize, and exploit the solar system, within the context of global conflict and economic problems. Game scale is 2 months per turn and one AU per hex. Components include a map, 280 counters, player aid sheets, and the rules.

",http://cf.geekdo-images.com/aQf5VDyNRwDejCgf7UxnMNOMNOs=/fit-in/200x150/pic79462.jpg

20192,Meikyu Kingdom Card Game: Make You Conquest,2005,5.80703,64,1.4545,3,6,20,20,,Card Game ,Dice RollingHand Management,"In the Meikyu Kingdom Card Game, each player tries to conquer dungeon cards using heroes and items selected from their hands.

Each turn, a player draws a card and then performs one of the following actions: (1) Conquer a dungeon card, (2) develop a conquered card, (3) attack a dungeon card owned by another player, (4) draw an extra card.

Conquering a dungeon card involves matching the value of the card with the Bravery values of adventure cards played from your hand or playing a lower value to which the value of one die roll is added.

Each dungeon card shows a star-value, and by developing a dungeon card you can double this value. The player who is first to collect a 10 star value in dungeon cards wins the game.

",http://cf.geekdo-images.com/qhGPaKSXO60rYuEOf9DDvc2m2Yw=/fit-in/200x150/pic1267749.jpg

88960,Godzilla: Stomp!,2011,5.64969,160,1.1429,2,5,30,30,Family,Bluffing Card Game ,Simultaneous Action SelectionTrick-taking,"Godzilla: Stomp! is a fast-paced card game of monster-induced city destruction.  The game is played in a series of rounds.  During each round, several buildings will be revealed, and players will simultaneously choose their attack strength to destroy one or more buildings for the round.  Play continues for six rounds, at which point players add up their scores.  The highest score wins.

Contains:


     42 Building Cards
     30 Monster Attack Cards


From the back of the box:

Godzilla, the King of the Monsters, is on the loose again, along with four other Kaiju: Mothra, Mechagodzilla, Battra,  Destoroyah!  Together they compete to demolish the most buildings in the city, by sparring it out or going into a full-out RAMPAGE!

There's nowhere to hide in this Kaiju free-for-all!

",http://cf.geekdo-images.com/Sf1gX8sfQQ5IfBKkuWQBKKavubg=/fit-in/200x150/pic1012474.jpg

26353,Scum,2005,5.98025,40,1.3333,4,8,5,5,,Card Game ,,"Scum is a game of trying to rise in the social order.  One player is the president.  The others are in decreasing social position, with the lowest player being scum.

The object of each round is to deplete your hand of cards.  Whoever does so first will be the new president down the line until the last one out becoming the new scum.  The game is weighted so that those who are higher up in the social order will have a playing advantage over those below them, so it will take skill to rise to a higher position.

Players of Asshole (Scum: The Food Chain Game) or The Great Dalmuti will recognize the basic mechanics of Scum.  Scum adds trump cards of the President and the Wild president to the standard numbered cards.  Also, there are variants that cause the color of the cards to have impact on the game play.

",http://cf.geekdo-images.com/6352lrFjlTpc8wCh7kfojuEdXzE=/fit-in/200x150/pic707033.jpg

18780,El DÃ_a MÃ¡s Largo,1985,5.94077,39,2.5,2,4,240,240,Wargames,Wargame World War II ,Hex-and-Counter,"This game portrays D-Day combat and the battles in Normandy from June 6th to June 30th 1944.

The game begins with the Allies disembarking, the first five turns are on D-Day: 6h, 10h, 14h, 18h, 22h. The other seven turns from June 7th to June 30th: 7-10, 11-14, 15-18, 19-22, 23-26, 27-30.

Game Components: 80x64 cm board, 10-page rulebook, 1 die and 300 counters and markers, representing Allied and German armies, bunkers, mulberry's...

The Allies win if on June 30th, they have control of 6 cities.

",http://cf.geekdo-images.com/vDl2u-vzd8exiDqzQRbyIQFvJ14=/fit-in/200x150/pic1143963.jpg

90016,Tricky,2011,5.79912,57,1.1429,2,5,20,20,,Dice ,Dice Rolling,"One of several titles in a new series of tiny dice games from Schmidt Spiele, Leo Colovini's Geizen brings push-your-luck to dice games in a new way.

Each player starts the game with 18-25 chips, depending on the number of players. On a turn, a player first rolls all five dice, sets aside at least one die, then rerolls, with the process continuing at most five times, at which points all the dice will be set aside. The player discards all 6s, then for each other value he places 1-2 chips onto the game board, mostly from his hand but sometimes from the stock.

If a player completes a column by filling in the red circle, he claims all the chips in this column and every other player must remove 1-3 chips in his supply from the game. A player can borrow up to five chips from the supply on his turn, but if he fails to repay them at the end of that turn (by claiming a column), the game ends and the player with the most chips in hand wins.

",http://cf.geekdo-images.com/2CCOxEEooAXNGgbl2tiCl1jZUok=/fit-in/200x150/pic1942421.png

25470,Summertime,2006,5.65531,113,1.5652,2,2,30,30,,Card Game ,Card DraftingHand ManagementPattern BuildingTile Placement,"A new title of the Kosmos 2 player games. Each player has to collect cards with holiday-themes, so each player creates his own dream holidays. Released in Essen 2006.

Summertime is part of the Kosmos two-player series.

",http://cf.geekdo-images.com/hY2QJCWI2igBMFJ7x4n_h77Eh-Q=/fit-in/200x150/pic801987.jpg

66416,The Crow and the Pitcher,2010,5.77145,53,2,3,4,20,20,,Card Game ,Trick-taking,"The Crow and the Pitcher is a trick-taking game based on the Aesop fable of the same name. Players must play off one another in order to gain points, but the highest suited card is not always the one that takes the trick, so one must be as clever as the Crow in Aesop's fable to score points and not perish from thirst.

The deck consists of three colored suits of stone cards (numbered 2-10) and one set of black thirst cards (also numbered 2-10); a separate deck of pitcher cards has values from 6 to 13, with some duplicates, and one pitcher is revealed each trick. One player leads the first trick with a stone card, and other players must follow suit, if possible. If a player cannot follow suit, she can play a thirst card instead, and from the next round thirst cards can lead the trick. Whoever wins a trick leads the next trick, so winning tricks helps you dictate play.

If the sum of the colored cards is less than the pitcher value, then the lowest card matching the lead wins; this player gets all cards played (positive points for colors, negative for thirst) and the Pitcher card (worth -5 points). If the sum of the colored cards is equal to or greater than the pitcher value, then the highest card matching the lead wins, and this player gets all cards played (again, positive points for colors, negative for thirst). In all cases, cards valued higher than the trick's pitcher card do not count toward determining whether the pitcher is full.

If the trick is led by a thirst card, the highest thirst card wins, and that player takes all thirst cards played  so make sure you hold onto your low value thirst cards to avoid winning a thirst-led trick!

After three rounds, the player with the high score wins.

",http://cf.geekdo-images.com/PRUiMeu7BCZg8LFIARcFiYoi5Pk=/fit-in/200x150/pic1137430.jpg

6842,Battles of the Ancient World: Marathon and Granicus,2003,6.07625,40,2,1,2,90,90,Wargames,Ancient Wargame ,Hex-and-Counter,"Marathon and Granicus uses the tried and tested Battles of the Ancient World system which now has clocked up an impressive 17 different battle scenarios spread over 3 boxed sets and 2 magazine game issues.

The map is up to the usual high standard of ST and ancient battles standard. The bay, rises, 2 streams as well as the Persian camp are clearly shown, although the Persian camp hexes sit pretty on the map but appear to have no effect on the game at all - no vps for the Greeks passing through or occupying the hexes at all.

The functional counters show Persian footmen, cav and bowmen along with the Greek hoplites.

Standard rules are used with specific scenario rules being the Greek charge in turn one which triples their movement, thus all hoplite units are able to crash into the Persian ranks on turn one, if the Greek player feels the urge - and it is advisable, as another rule states, that the disorganized Persian cavalry cannot move and would defend at half strength up until turn 4.  Thus the Greek is encouraged to batter through some of the Persian foot and close with the cav before turn 4 if possible.

All in all, a fine simulation given the scope of the system rules. The Persians' only good chance is to resist the Greek hoplites with foot until turn 4 and then try and turn any Greek flank possible, by moving their cavalry away and around the Greeks and charging them in clear terrain - if the Greeks allow themselves to be exploited this way, of course.

",http://cf.geekdo-images.com/ScmoxETAwfo-dhsqMtC9Ze9Q8As=/fit-in/200x150/pic43475.jpg

131282,Professor Pugnacious,2013,6.03103,63,2.1667,2,4,20,45,,Card Game Fighting Horror ,Card DraftingDeck / Pool BuildingSimultaneous Action Selection,"Professor Pugnacious, full title Professor Pugnacious' Portfolio of Perils, Pugilism, and Perfidy: The Card Game of Victorian Combat is a fast-paced, tactical, deck-building game in which players take on the roles of rival proteges of Professor Pugnacious, building their decks to defeat adversaries and foil each other in a highly thematic game of Steampunk adventurers combating Gothic horrors.

Each player has access to only a portion of the pool of cards that can be purchased, which changes each turn and can be affected by played cards. Players attempt to gain enough Fight to defeat Enemies, as well as Failure to cause their rival players to lose their combats, and Skill to acquire more cards and disable traps. The game ends with the defeat of the Finale, a difficult and rewarding opponent.

",http://cf.geekdo-images.com/wsOcYsrhsCxJVRqNxbcD20Bn0tg=/fit-in/200x150/pic1811929.jpg

2487,Why,1958,5.81232,69,1.2222,2,4,45,45,,Deduction Memory Movies / TV / Radio theme Murder/Mystery ,Roll / Spin and MoveSet CollectionTrading,"Alfred Hitchcock presents...The Game of Why

Once upon a time, six people on their way to a costume party took shelter from a storm in a haunted house...And were never seen alive since.  But they still haunt the house.  You must try to find out who was murdered, by what means and why.

The cards include Motive cards, No Clue cards and a single It's a Mystery to Me card.  In addition, there are cards that can be assembled side by side to form larger pictures: the six guests (Cleopatra, Napoleon, etc. --they were costumed, you see; in four pieces), four weapons (also in four pieces) and Alfred Hitchcock (in six pieces).  Seven cards are dealt to each player, the rest into the house's rooms.  You enter a room by exact count, except that a 7, 11 or doubles allows you to go directly to the spot of your choice.  When you reach a room, you pick up the top card there and discard either it or another card from your hand to the Lawn --off the board.  These cards are laid face down without overlapping each other but are shown to the other players as they're laid down.  Later, you may try to recover a Lawn card by showing a card from your hand of the appropriate type (a piece of a guest, for example) and then pointing to a Lawn card and picking it up.  If you remembered right, you may repeat the procedure.  You can also claim cards from other players by meeting them in the house and accusing them of withholding a particular card (this is what the No Clue cards are defence for).  Once the rooms are empty, everyone gathers in the hall and play is speeded up.

First player to assemble a Ghost, Weapon and Motive OR Alfred and It's a Mystery to Me wins.

",http://cf.geekdo-images.com/TnE7i_kp083tYDx7Ej2kW827lKk=/fit-in/200x150/pic6268.jpg

142584,"Moby Dick, or, The Card Game",2013,5.65857,140,2.2143,2,4,60,60,Thematic,Adventure Card Game Novel-based ,Deck / Pool BuildingDice RollingHand ManagementSimulationTradingVariable Player Powers,"Moby Dick, or, The Card Game is an adventure card game designed for 2-4 players, with additional rules for solitaire play. Based on Herman Melville's classic novel, Moby Dick combines cooperative and competitive play in an attempt to loosely simulate life on a 19th century whaleship.

The game is centered around three decks of cards: the Sea, the Sailor, and the Whale. After receiving an initial crew of sailors, players take turns at the topmast, where they draw Sea cards to advance the game. These cards contain various creatures and events, compelling actions between players or triggering the secondary phase of the game  the whale hunt. During a whale hunt, each player begins by choosing a small group of their sailors to lower after the whale. Play progresses much like the primary gameplay, with players taking turns defending against the whale's assaults and returning the favors.

As the game unfolds, players gain oil from defeating whales or from certain events, which can be used to hire new sailors after others are lost at sea. Over time, key events (Chapters) will be drawn, and after a certain number Moby Dick will cease evading the ship and engage when sighted. This last battle is to the death, and only one player will survive. Call him the winner, or simply, Ishmael.

",http://cf.geekdo-images.com/FRNeaYi_6Xyog_lm_MtNYEyGX28=/fit-in/200x150/pic1656810.jpg

166026,Munchkin Treasure Hunt,2014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

166,Black Death,1993,5.70168,119,1.8421,2,6,120,120,,Educational Medical ,Action Point Allowance SystemDice RollingPoint to Point MovementSimulationVariable Player Powers,"In this cheerfully demented offering, participants each play the part of a disease trying to inflict misery on the European populace.  Each disease has mortality (lethalness) and virulence (contagiousness) factors, and the key to causing maximum suffering is striking the right balance between the two.  It's no good being a fast-acting disease if your carriers all die before passing you on to the next city!

",http://cf.geekdo-images.com/ZZL6UlhLGpdX0Uzi2EiwzqQ4PB0=/fit-in/200x150/pic180585.jpg

8168,Campus,1985,6.0125,32,1.2,1,2,20,20,,Dice Math ,Dice RollingModular BoardPattern Recognition,"Each player has a board covered in tiles with numbers on. The players take it in turns to roll two dice. The player who didn't roll the dice has to turn over tiles on his board with a value up to or equal to the dice roll.  There are bonuses and penalties for some dice combinations, and for not spotting that you were entitled to a bonus. The game ends when one player has turned over all their tiles.  The rules recommend that you play two games (one match), with the winner being the player with the lowest score (total numbers on tiles unturned)

Description from Triggery version

Triggery is a completely new game for all ages (from 8 upwards). It is played by ONE or TWO players, but it is just as exciting when played by 3 or 4.

To play Triggery you only have to be able to count up to 24. But make no mistake about it: to win you have to keep your eyes open, your thinking cap on ... and your wits about you!

The aim of the game? To turn face down all the tiles on your board as quickly - and in as few goes - as possible.

Is Triggery fun to play? It's a marvelous game. For one thing it has virtually limitless possibilities. For another, it's highly entertaining. But we are not going to spoil the fun by telling you why. Find out for yourself!

",http://cf.geekdo-images.com/8aZ_GbW268VR_ayX_26kv7fEl8k=/fit-in/200x150/pic147945.jpg

137047,Pets,2012,5.93421,38,2,2,5,30,30,,Animals Card Game ,,"In Pets, players want to collect animals  but only if they'll score points during the game's three scoring rounds.

The card deck includes 105 cards showing seven types of animals, with the animals numbered 6, 9, 12, 15, 18, 21 and 24; this number indicates how many of that type of card are in the deck. Each player starts with seven cards in hand, and three rows of ten face-up cards are placed on the table. On a turn, a player takes one of three actions:


    Play cards from his hand onto the table. You can play only one type of animal, you cannot already own this type, and you must play more than are shown by an opponent. The opponents cards of this type must then be placed onto the deposit pile. 
    Pick up cards from a row. You take all the cards of a single type from either end of any row and add them to your hand, then place the card in the row adjacent to these cards (and all cards of the same type) in the scoring area.
    Place one card from your hand at the end of a row.


If a row is emptied, create a new row of ten cards from the deck. As soon as six cards of the same type are in the scoring area, players score points for their holdings. If you hold some number of 24 cards, for example, you score a number of points equal to the number of 24 cards in the scoring area; if you score for two, three, or more types of cards, then your total score for the round doubles, triples, etc.

